id,availability,condition,description,image_link,link,title,price,sale_price,brand,item_group_id,product_type,custom_label_0,google_product_category,"	excluded_destination"
50709302,in stock,new,     瑪卡精華！精心調配，讓活力隨時在線！       即刻為身體充入不竭能量，讓你勇敢應對每一日的考驗！       ✔ 有機祕魯三色馬卡：市售高含量 1000 mg     ✔ 高海拔種植：安地斯山脈4000公尺，蘊藏天然活力     ✔ 低溫糊化技術：完整營養，好吸收，補充能量快     ✔ 10倍濃縮：濃縮精華，少量即可滿足需求     ✔ 適合上班族，體力補充，運動前後，熬夜族群，女性新平衡期     ✔ 使用獲得 Non-GMO、Kosher、USDA Organic 和 JAS Organic 認證的原物料製成     ✔ 天然成分萃取，英國 Vegan 認證     ✔ 每瓶 60粒，每次兩粒       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)        ※ 多組優惠，最低 76 折！全館滿1500免運  ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQzNTM3MDQwLzE3MzkzNDExNTlfZDNmZTMxNDVjZGQ4OTZlYmU2ZjguanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=e4c19e9f15aff827,https://www.mygrshop.com.tw/zh-TW/products/maca30,【能量快充】10X濃縮活力馬卡｜30粒/瓶 - naturgy,530.0 TWD,530.0 TWD,naturgy 我的黃金：比例,43537040,,現正特價中,,
55411816,in stock,new,    「暢快舒敏。一次調整」 獨家配方        打造《益生菌 + 益生質 + 益源質》完整菌叢生態      ✔ 日本熱去活植物乳桿菌，30年研究支持  ✔ 採用凝乳芽孢桿菌BC1031，具高耐受性，維持正常消化道菌叢生態  ✔ 添加Livaux®黃金奇異果粉，促進丁酸菌生長，調整體質 ✔ 含Sensus菊苣纖維，幫助維持正常消化道機能 ✔ 英國 Vegan 認證，純淨安心  ✔ 不含人工色素、甜味劑及香料 ✔ 粉包設計，隨時補充，維持健康  ✔ 每盒 30 條，每條 2 公克        ※ 全館滿千免運！多組優惠，最低 76 折！         ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)           ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)         ※ 多組優惠，最低 76 折！全館滿1500免運  ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQ2OTM4Njk5LzE3MTg1NTE0ODhfMGU2NzFiY2M0NGEwMjlkYzcyM2YucG5nIl0sWyJwIiwidGh1bWIiLCI2MDB4NjAwIl1d.png?sha=36f39199372cdcfb,https://www.mygrshop.com.tw/zh-TW/products/3probiotics,暢快舒敏植物來源益生菌｜3入/袋,117.0 TWD,117.0 TWD,naturgy 我的黃金：比例,46938699,,現正特價中,,
56556893,in stock,new,日常運動必備 天然材質的彈力帶,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQ3ODE1MjMwLzE3MjI5NTk3MDhfNDdjMGVmODhjZjZjNzU1MzlkOTQucG5nIl0sWyJwIiwidGh1bWIiLCI2MDB4NjAwIl1d.png?sha=d40a32c37e3fa06c,https://www.mygrshop.com.tw/zh-TW/products/resistance-band,【下單禮】天然乳膠彈力帶,150.0 TWD,0.0 TWD,naturgy 我的黃金：比例,47815230,,現正特價中,,Shopping ads
56893063,in stock,new,     來自亞馬遜流域的超級食物！       天然富含超高維生素C，是每日 C 補充的理想選擇       ✔ 超高天然維生素C，植物來源 100% 無添加      ✔ 抗氧化之王，808 顆櫻桃的維生素 C 含量     ✔ 使用獲得 Non-GMO 和 USDA Organic 認證的原物料製成     ✔ 促進膠原蛋白的形成，有助於傷口癒合     ✔ 有助於維持細胞排列的緊密性     ✔ 增進體內結締組織、骨骼及牙齒的生長     ✔ 促進鐵的吸收     ✔ 抗氧化作用     ✔ 食安第一: 730項檢驗通過才出貨     ✔ 天然成分萃取，英國 Vegan 認證     ✔ 每包 85 g，每次約 5 g        ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)        ※ 多組優惠，最低 76 折！全館滿1500免運  ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQ4MDY2Nzg5LzE3MzkzNDExMzRfZTI4M2E2ODQyMTQ2OGU2OWVhOTcuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=9355d30cfdba0264,https://www.mygrshop.com.tw/zh-TW/products/camupowder,【抗氧防護】卡姆果粉｜85克/袋 - naturgy,590.0 TWD,590.0 TWD,naturgy 我的黃金：比例,48066789,,現正特價中,,
60748716,in stock,new,無,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzUxMTA5MDU2LzE3MzEzOTg2MTVfMDgwMTEyZmMwYzY1NmJhMWRkZWYucG5nIl0sWyJwIiwidGh1bWIiLCI2MDB4NjAwIl1d.png?sha=1701c7145f405a47,https://www.mygrshop.com.tw/zh-TW/products/paperbag,品牌提袋,50.0 TWD,29.0 TWD,naturgy 我的黃金：比例,51109056,,現正特價中,,"	Shopping ads"
62457094,in stock,new, 單顆足量版游離型葉黃素  高濃縮配方 ，一瓶抵他牌兩瓶，為你省荷包    ✔  市面少見 20% 美國專利金盞花（葉黃素）萃取  ✔  業界頂規 10% 德國紅藻（蝦紅素）萃取   ✔ 花青素及原花青素 單顆高達55.4mg ，晶亮有感 ! ✔ 單顆濃度勝過他牌兩顆，CP值滿分！  ✔ 適合兒童、用眼過度者、3C族群、銀髮族、素者者  ✔ 通過重金屬、維生素、非法西藥與農藥檢測，安心保證 ✔ 英國 Vegan 純素認證，純淨安心  ✔ 一盒 60 粒，每次一粒        ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)           ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)         ※ 多組優惠，最低 76 折！全館滿1500免運  ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzUyNDA1NzIwLzE3MzQ0NTQzMzhfYWEzNzBmYTZmNjU5YTViNzdiZDYuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=32aa015876ded656,https://www.mygrshop.com.tw/zh-TW/products/lutein10,【10粒裝體驗組】葉黃素+金盞花+紅藻（蝦紅素）+黑豆皮（原花青素）｜10粒/袋,332.0 TWD,332.0 TWD,naturgy 我的黃金：比例,52405720,,現正特價中,,
63195679,in stock,new,"    Max升級版｜肌鈣力，升級配方！      海藻鈣+K2+D3完整補鈣      ✔ 領先業界高含量單顆 560mg海藻鈣，為你省荷包    ✔ 愛爾蘭海藻鈣吸收率高達39.4%，高於許多其他鈣質來源    ✔ 全方位補鈣升級計劃，讓鈣吸收更輕鬆    ✔ 英國素食維生素D3 , 幫助骨骼發育    ✔ 專利鷹嘴豆(維生素K2)-補鈣走對路    ✔ 適合兒童成長，成人缺鈣，熟齡補鈣    ✔ 第三方鈉鉀磷含量檢驗報告    ✔ 食安第一: 745項檢驗通過才出貨    ✔ 世界品質評鑑-「金獎」認證    ✔ 天然萃取，素食者可食    ✔ 每包 30 顆，一天兩顆       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)        ※ 多組優惠，最低 76 折！全館滿1500免運  ",https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzUyOTMwNDA2LzE3NDQ4ODAyMjZfMmNmZjBmNTM1MWFlYzdlNGE0Y2UucG5nIl0sWyJwIiwidGh1bWIiLCI2MDB4NjAwIl1d.png?sha=b97945ba6e6edbf2,https://www.mygrshop.com.tw/zh-TW/products/calcium2-marathon,Max升級版【完整補鈣】肌鈣力│30粒/袋,390.0 TWD,390.0 TWD,naturgy 我的黃金：比例,52930406,,現正特價中,525,
63262029,out of stock,new,    7大高效美肌元素，精準補給關鍵養分！   ✔ 穀胱甘肽 x 透明質酸鈉 x 白藜蘆醇 — 7重美麗進化！ ✔ 嚴選日本頂級Kewpie透明質酸鈉 80mg ✔ 日本食品級穀胱甘肽 250 mg ✔ 葡萄萃取白藜蘆醇 80 mg ✔ 玄米萃取賽洛美8 mg ✔ 喚醒肌膚水潤活力：我的高光時刻，隨時自帶女神濾鏡！ ✔  甘酸亞鐵 + 西印度櫻桃: 給妳好氣色 ✔  植物膠囊、素食可食  ✔  食安第一: 750 項檢驗通過才出貨  ✔  一天2粒，輕鬆保養         ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)        ※ 多組優惠，最低 76 折！全館滿1500免運  ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzUyOTc5MTYwLzE3MzkzNDEwOTRfOTZiMGY0ZThlMjc3YWFlNjUwNGQucG5nIl0sWyJwIiwidGh1bWIiLCI2MDB4NjAwIl1d.png?sha=8f2b68d66d7a6d11,https://www.mygrshop.com.tw/zh-TW/products/meta,w06,1150.0 TWD,1150.0 TWD,naturgy 我的黃金：比例,52979160,,現正特價中,,"	Shopping ads"
63697919,in stock,new, 單顆足量版游離型葉黃素  高濃縮配方 ，一瓶抵他牌兩瓶，為你省荷包    ✔  市面少見 20% 美國專利金盞花（葉黃素）萃取  ✔  業界頂規 10% 德國紅藻（蝦紅素）萃取   ✔花青素及原花青素 單顆高達55.4mg ，晶亮有感 ! ✔ 單顆濃度勝過他牌兩顆，CP值滿分！  ✔ 適合兒童、用眼過度者、3C族群、銀髮族、素者者  ✔ 通過重金屬、維生素、非法西藥與農藥檢測，安心保證 ✔ 英國 Vegan 純素認證，純淨安心  ✔ 一盒 60 粒，每次一粒        ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)           ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)         ※ 多組優惠，最低 76 折！全館滿1500免運 ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzUyNDA1NzIwLzE3MzQ0NTQzMzhfYWEzNzBmYTZmNjU5YTViNzdiZDYuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=32aa015876ded656,https://www.mygrshop.com.tw/zh-TW/products/lutein3,【3日份體驗組】葉黃素+金盞花+紅藻（蝦紅素）+黑豆皮（原花青素）｜3入/袋,100.0 TWD,100.0 TWD,naturgy 我的黃金：比例,53334994,,現正特價中,,
64056187,in stock,new,    「暢快舒敏。一次調整」 獨家配方       打造《益生菌 + 益生質 + 益源質》完整菌叢生態   ✔ 日本熱去活植物乳桿菌，30年研究支持  ✔ 採用凝乳芽孢桿菌BC1031，具高耐受性，維持正常消化道菌叢生態  ✔ 添加Livaux®黃金奇異果粉，促進丁酸菌生長，調整體質 ✔ 含Sensus菊苣纖維，幫助維持正常消化道機能 ✔ 英國 Vegan 認證，純淨安心  ✔ 不含人工色素、甜味劑及香料 ✔ 粉包設計，隨時補充，維持健康  ✔ 每包 2 條，每條 2 公克          ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)           ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)   ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzUzNjIzNDAxLzE3Mzg5MTAwMzZfNGRjNmI3NmVjZWE0Y2M5ODMzZTEuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=4965e7d7ea42446e,https://www.mygrshop.com.tw/zh-TW/products/probiotics_trial-pack,【下單禮】暢快舒敏植物來源益生菌體驗包,76.0 TWD,,naturgy 我的黃金：比例,53623401,,現正特價中,,"	Shopping ads"
64184666,in stock,new,"max升級版｜肌鈣力，升級配方！       海藻鈣+K2+D3完整補鈣      ✔ 領先業界高含量單顆 560 mg 海藻鈣，為你省荷包 ✔愛爾蘭海藻鈣吸收率高達39.4%，高於許多其他鈣質來源 ✔ 全方位補鈣升級計劃，讓鈣吸收更輕鬆  ✔ 法國天然酵母 D2 , 幫助骨骼發育 ✔ 專利鷹嘴豆(維生素K2)-鈣質吸收更輕鬆  ✔ 適合兒童成長，成人缺鈣，熟齡補鈣 ✔ 「世界品質評鑑-「金獎」認證 ✔ 天然萃取，素食者可食 ✔每包 30 顆，一天兩顆   ※ 全館滿千免運! 多組優惠，最低 76 折！     	 		 			 			   			    			  			 			 			   			 			  			 		 	 ",https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQxODYwOTU1LzE3MzE5MTYzMDlfZTAwNGZhZmUyYWE2NzQyMzYyOWUuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=2aac78c763e66726,https://www.mygrshop.com.tw/zh-TW/products/calcium2-gift-20250212,【滿額贈】Max升級版【完整補鈣】肌鈣力,780.0 TWD,702.0 TWD,naturgy 我的黃金：比例,53728898,,現正特價中,525,
