id,availability,condition,description,image_link,link,title,price,sale_price,brand,item_group_id,product_type,custom_label_0,google_product_category,"	excluded_destination"
63195679,in stock,new,"    Max升級版｜肌鈣力，升級配方！      海藻鈣+K2+D3完整補鈣      ✔ 領先業界高含量單顆 560mg海藻鈣，為你省荷包    ✔ 愛爾蘭海藻鈣吸收率高達39.4%，高於許多其他鈣質來源    ✔ 全方位補鈣升級計劃，讓鈣吸收更輕鬆    ✔ 英國素食維生素D3 , 幫助骨骼發育    ✔ 專利鷹嘴豆(維生素K2)-補鈣走對路    ✔ 適合兒童成長，成人缺鈣，熟齡補鈣    ✔ 第三方鈉鉀磷含量檢驗報告    ✔ 食安第一: 745項檢驗通過才出貨    ✔ 世界品質評鑑-「金獎」認證    ✔ 天然萃取，素食者可食    ✔ 每包 30 顆，一天兩顆       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)        ※ 多組優惠，最低 76 折！全館滿1500免運  ",https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzUyOTMwNDA2LzE3NDQ4ODAyMjZfMmNmZjBmNTM1MWFlYzdlNGE0Y2UucG5nIl0sWyJwIiwidGh1bWIiLCI2MDB4NjAwIl1d.png?sha=b97945ba6e6edbf2,https://www.mygrshop.com.tw/zh-TW/products/calcium2-marathon,Max升級版【完整補鈣】肌鈣力│30粒/袋,390.0 TWD,390.0 TWD,naturgy 我的黃金：比例,52930406,,現正特價中,525,
64849442,in stock,new,     來自亞馬遜流域的超級食物！       天然富含超高維生素C，是每日 C 補充的理想選擇       ✔ 超高天然維生素C，植物來源 100% 無添加      ✔ 抗氧化之王，808 顆櫻桃的維生素 C 含量     ✔ 使用獲得 Non-GMO 和 USDA Organic 認證的原物料製成     ✔ 促進膠原蛋白的形成，有助於傷口癒合     ✔ 有助於維持細胞排列的緊密性     ✔ 增進體內結締組織、骨骼及牙齒的生長     ✔ 促進鐵的吸收     ✔ 抗氧化作用     ✔ 食安第一: 730項檢驗通過才出貨     ✔ 天然成分萃取，英國 Vegan 認證     ✔ 每包 85 g，每次約 5 g        ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQ4MDY2Nzg5LzE3MzkzNDExMzRfZTI4M2E2ODQyMTQ2OGU2OWVhOTcuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=9355d30cfdba0264,https://www.mygrshop.com.tw/zh-TW/products/camupowder4,【抗氧防護】卡姆果粉（85克/袋）- 4入組多件優惠,2360.0 TWD,2028.0 TWD,naturgy 我的黃金：比例,54228631,,現正特價中,,
64849976,in stock,new,     瑪卡精華！精心調配，讓活力隨時在線！       即刻為身體充入不竭能量，讓你勇敢應對每一日的考驗！       ✔ 有機祕魯三色馬卡：市售高含量 1000 mg     ✔ 高海拔種植：安地斯山脈4000公尺，蘊藏天然活力     ✔ 低溫糊化技術：完整營養，好吸收，補充能量快     ✔ 10倍濃縮：濃縮精華，少量即可滿足需求     ✔ 適合上班族，體力補充，運動前後，熬夜族群，女性新平衡期     ✔ 使用獲得 Non-GMO、Kosher、USDA Organic 和 JAS Organic 認證的原物料製成     ✔ 天然成分萃取，英國 Vegan 認證     ✔ 每瓶 60粒，每次兩粒       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQzNTM3MDQwLzE3MzkzNDExNTlfZDNmZTMxNDVjZGQ4OTZlYmU2ZjguanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=e4c19e9f15aff827,https://www.mygrshop.com.tw/zh-TW/products/maca30-4,【能量快充】10X濃縮活力馬卡（30粒/瓶）- 4入組多件優惠,2120.0 TWD,1824.0 TWD,naturgy 我的黃金：比例,54228866,,現正特價中,,
64857471,in stock,new,     瑪卡精華！精心調配，讓活力隨時在線！       即刻為身體充入不竭能量，讓你勇敢應對每一日的考驗！       ✔ 有機祕魯三色馬卡：市售高含量 1000 mg     ✔ 高海拔種植：安地斯山脈4000公尺，蘊藏天然活力     ✔ 低溫糊化技術：完整營養，好吸收，補充能量快     ✔ 10倍濃縮：濃縮精華，少量即可滿足需求     ✔ 適合上班族，體力補充，運動前後，熬夜族群     ✔ 使用獲得 Non-GMO、Kosher、USDA Organic 和 JAS Organic 認證的原物料製成     ✔ 天然成分萃取，英國 Vegan 認證     ✔ 食安第一: 737項檢驗通過才出貨     ✔ 每瓶 60粒，每次兩粒       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQyMTQ4NjgzLzE3MzkzNDExNzFfYTQyMGZjOTRmNDc4NzE4YWNhYzYuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=6e8a412fdb2b14eb,https://www.mygrshop.com.tw/zh-TW/products/maca60-4,【瑪卡推薦】10X濃縮活力馬卡（60粒/瓶）- 4入組多件優惠,3560.0 TWD,3060.0 TWD,naturgy 我的黃金：比例,54229830,,現正特價中,,
64857475,in stock,new,     單顆足量版游離型葉黃素       高濃縮配方 ，一瓶抵他牌兩瓶，為你省荷包       ✔ 市面少見 20% 美國專利金盞花（葉黃素）萃取      ✔ 業界頂規 10% 德國紅藻（蝦紅素）萃取       ✔ 花青素及原花青素 單顆高達55.4mg ，晶亮有感 !     ✔ 單顆濃度勝過他牌兩顆，CP值滿分！      ✔ 適合兒童、用眼過度者、3C族群、銀髮族、素食者      ✔ 食安第一: 通過 699項檢驗才出貨     ✔ 英國 Vegan 純素認證，純淨安心      ✔ 一盒 60 粒，每次一粒        ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQxODkwOTIzLzE3MzkzNDEyMDJfNzMwNjBiZGEwM2Y5ZDNhZTRmMjYuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=8c9008bda096b0b7,https://www.mygrshop.com.tw/zh-TW/products/lutein60-4,【晶亮水潤‧60粒升級版】葉黃素+金盞花+紅藻（蝦紅素）+黑豆皮（原花青素） - 4入組多件優惠,7960.0 TWD,6844.0 TWD,naturgy 我的黃金：比例,54229832,,現正特價中,,
64857482,in stock,new, 超臨界CO2萃取技術 ． 升級登場        ✔ 德國專利技術：超臨界低溫萃取，純度穩定 ✔ 高濃縮Omega-3：超越 85% 以上濃度 ✔ 每天兩粒 Omega3 含量1000 mg  ✔ 獨特 kd-pür®  淨化技術  ✔ 使用 國際認證魚油：獲得 FOS、IFOS 認證 ✔ 選擇美國USP藥典與歐洲CEP藥典雙認證魚油 ✔ 選用遠洋鯷魚、沙丁魚和鯖魚來源，避免重金屬累積 ✔ rTG型態吸收率佳 ✔ 每瓶 60 粒， 每次兩粒           ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQxODYwOTczLzE3MzkzNDEyMTRfYmFjYTcwY2EzYTc2N2VhMTAxZWIuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=8b320b668e208198,https://www.mygrshop.com.tw/zh-TW/products/germany-fish-oil-4,【防護力UP】德國精粹80%深海魚油（60粒/瓶 ）- 4入組多件優惠,3800.0 TWD,3268.0 TWD,naturgy 我的黃金：比例,54229834,,現正特價中,,
64857489,in stock,new,"    Max升級版｜肌鈣力，升級配方！      海藻鈣+K2+D3完整補鈣      ✔ 領先業界高含量單顆 560mg海藻鈣，為你省荷包    ✔ 愛爾蘭海藻鈣吸收率高達39.4%，高於許多其他鈣質來源    ✔ 全方位補鈣升級計劃，讓鈣吸收更輕鬆    ✔ 英國素食維生素D3 , 幫助骨骼發育    ✔ 專利鷹嘴豆(維生素K2)-補鈣走對路    ✔ 適合兒童成長，成人缺鈣，熟齡補鈣    ✔ 第三方鈉鉀磷含量檢驗報告    ✔ 食安第一: 745項檢驗通過才出貨    ✔ 世界品質評鑑-「金獎」認證    ✔ 天然萃取，素食者可食    ✔ 每包 30 顆，一天兩顆       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ",https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQxODYwOTU1LzE3MzkzNDEyMjdfMTE3NTZmZjY3Y2JlZWJhYmMxMTYuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=5c1179f04617c75f,https://www.mygrshop.com.tw/zh-TW/products/calcium4,Max升級版【完整補鈣】肌鈣力（30粒/袋） - 4入組多件優惠,1560.0 TWD,1340.0 TWD,naturgy 我的黃金：比例,54229837,,現正特價中,,
64857492,in stock,new,     守護健康防線，給身體全方位的保護       90% 高純度褐藻醣膠       ✔ 日本海蘊專利高濃度褐藻醣膠     ✔ 100公斤海蘊，僅精萃出1公斤珍貴高分子褐藻素     ✔ 專利生機檸檬酸萃取技術-提升純度與品質     ✔ 多重植物萃取-巴西蘑菇、綠藻、藍藻協同作用     ✔ 適合高壓族群、年長者、恢復期人士、作息不規律者     ✔ 碘鉀檢驗合格     ✔ 英國 Vegan 純素認證，純淨安心     ✔ 一盒 30 粒，每次一到兩粒       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQxODYwODY1LzE3MzkzNDEyNTdfMzM5Mzc2YzRmYTFmMWQyYjc3ZmYucG5nIl0sWyJwIiwidGh1bWIiLCI2MDB4NjAwIl1d.png?sha=61644ac63a01e3e2,https://www.mygrshop.com.tw/zh-TW/products/fucoidan4,【頂級保護力】海蘊90+褐藻（30粒/盒） - 4入組多件優惠,7200.0 TWD,6192.0 TWD,naturgy 我的黃金：比例,54229838,,現正特價中,,
64857495,in stock,new, 多重關鍵配方設計  讓行動更靈活自在         ✔ 榮獲「世界品質評鑑大賞-金獎」   ✔ 每顆 40mg UC-II，足量添加有感 ✔ 結合日本葡萄糖胺+軟骨素關鍵成份  ✔ 專利原料：非基改自然萃取，安全有保障  ✔ 適合 運動者、中老年人及久站人群  ✔ 日本葡萄糖胺+軟骨素 ✔ 歐洲大廠濃度高、小分子玻尿酸 ✔ 全球多項技術安全專利認證 ✔ 自然萃取、非基改原料        ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQxODYwODI4LzE3MzkzNDEyNzZfNGY2NDMzMzA2M2VhODA1NTQ1MGYuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=4afdc513eb687b50,https://www.mygrshop.com.tw/zh-TW/products/uc-ii-4,【靈活行動4.0】UC-II+葡萄糖胺（30粒/瓶） - 4入組多件優惠,5840.0 TWD,5024.0 TWD,naturgy 我的黃金：比例,54229839,,現正特價中,,
64857498,in stock,new,     維他命B群+SOD+Q10+鐵，全方位B群補給，全家安心首選！       ✔ 來自歐洲的天然酵母B群，完整涵蓋，釋放每日活力！     ✔ 科學驗證生物利用超群，表現遠超化學合成     ✔ 專利洋香瓜萃取物(SOD)，助力身體防護     ✔ 英國 Vegan 認證，純淨安心     ✔ 日本獨家米糠大豆發酵物，多重活力同步加乘，養出滿滿精氣神     ✔ 食安第一:730項檢驗通過才出貨     ✔ 天然成分萃取，純素可食     ✔ 讓您從內到外綻放自信健康光彩       ▶ 透過 LINE 聯繫我們，獲取產品專業建議 (點我)        ▶  100%安心檢測，定期產品檢驗報告 (點我)      ▶ 榮獲B型企業認證，想了解B型企業 (點我)    ,https://cdn.cybassets.com/media/W1siZiIsIjI0NTQxL3Byb2R1Y3RzLzQxODYwNzM1LzE3MzkzNDEyODdfODdmNDczZGEyOTM5ZDU3MjUxNGUuanBlZyJdLFsicCIsInRodW1iIiwiNjAweDYwMCJdXQ.jpeg?sha=6f533cbd3c58003a,https://www.mygrshop.com.tw/zh-TW/products/bcomplex4,【天然維他命B群推薦】法式美力酵母維他命B群（30粒/袋） - 4入組多件優惠,1960.0 TWD,1684.0 TWD,naturgy 我的黃金：比例,54229840,,現正特價中,,
